days,hour,season,holiday,weather,temp,atemp,humidity,windspeed,real
347,18,4,0,1,14.76,17.425,46,8.9981,494
93,7,2,0,2,18.04,21.97,62,0,380
162,19,2,0,1,27.88,31.82,83,12.998,532
286,17,4,0,1,23.78,27.275,46,27.9993,521
216,18,3,0,1,31.16,34.85,52,16.9979,507
135,9,2,0,2,24.6,28.79,78,8.9981,367
123,19,2,0,1,28.7,32.575,51,8.9981,494
318,18,4,0,2,20.5,24.24,72,19.0012,482
103,18,2,0,2,25.42,31.06,35,15.0013,523
276,8,4,0,1,18.04,21.97,77,15.0013,415
288,14,4,0,1,24.6,31.06,40,19.9995,503
250,10,3,0,1,30.34,34.85,70,26.0027,440
90,13,2,0,2,18.04,21.97,62,12.998,503
108,20,2,0,1,22.96,26.515,49,15.0013,448
36,18,1,0,1,15.58,19.695,43,15.0013,478
165,7,2,0,1,22.14,25.76,60,8.9981,384
196,12,3,0,1,31.16,34.09,43,19.0012,476
252,17,3,0,1,30.34,34.09,55,15.0013,501
307,13,4,0,1,16.4,20.455,43,15.0013,532
334,14,4,0,2,14.76,18.94,71,0,519
184,18,3,1,1,36.9,42.425,42,12.998,484
346,18,4,0,1,13.12,16.665,42,7.0015,505
123,18,2,0,1,17.22,21.21,67,16.9979,438
284,8,4,0,2,22.14,25.76,88,26.0027,419
219,8,3,0,1,30.34,34.09,58,22.0028,367
135,18,2,0,3,23.78,27.275,83,12.998,496
164,20,2,0,1,27.06,31.06,65,16.9979,478
259,16,3,0,2,26.24,30.305,69,16.9979,496
156,20,2,0,1,22.14,25.76,73,19.0012,451
307,17,4,0,1,17.22,21.21,38,23.9994,519
166,19,2,0,2,28.7,31.82,42,12.998,503
132,11,2,0,1,25.42,31.06,57,16.9979,446
310,18,4,0,2,13.12,14.395,53,23.9994,503
160,15,2,0,1,34.44,36.365,30,15.0013,519
310,8,4,0,2,12.3,15.91,100,6.0032,425
287,14,4,0,1,24.6,31.06,33,31.0009,513
166,9,2,0,1,24.6,30.305,60,6.0032,386
310,18,4,0,1,18.86,22.725,59,7.0015,467
283,8,4,0,2,22.96,26.515,83,7.0015,423
220,8,3,0,1,30.34,34.85,66,0,409
288,12,4,0,1,23.78,27.275,35,16.9979,457
214,19,3,0,2,32.8,39.395,63,15.0013,513
169,19,2,0,1,32.8,38.635,59,15.0013,555
8,8,1,0,2,9.02,12.88,55,6.0032,432
317,7,4,0,1,9.84,10.605,65,19.0012,425
18,8,1,0,1,4.92,7.575,54,7.0015,434
164,16,2,0,1,29.52,33.335,51,19.0012,480
244,18,3,0,1,30.34,35.605,74,0,542
160,13,2,0,1,34.44,36.365,28,8.9981,534
129,7,2,0,1,18.04,21.97,72,19.9995,413
160,10,2,0,1,31.16,34.09,40,7.0015,432
320,16,4,0,1,16.4,20.455,40,15.0013,509
313,11,4,0,1,16.4,20.455,58,7.0015,482
165,9,2,0,1,25.42,30.305,65,11.0014,384
224,16,3,0,1,32.8,35.605,36,6.0032,507
199,18,3,0,1,32.8,40.15,66,8.9981,571
5,17,1,0,1,18.86,22.725,36,15.0013,517
47,17,1,0,1,17.22,21.21,32,22.0028,505
160,17,2,0,1,33.62,38.635,52,15.0013,557
43,8,1,0,1,4.1,6.06,54,8.9981,426
138,19,2,0,1,28.7,31.82,39,8.9981,476
181,17,3,0,1,33.62,34.85,21,12.998,505
127,19,2,0,2,26.24,30.305,69,19.0012,500
189,20,3,0,2,30.34,34.09,55,7.0015,490
164,7,2,0,1,22.96,26.515,52,27.9993,378
335,16,4,0,2,18.04,21.97,67,7.0015,484
338,17,4,0,1,17.22,21.21,77,0,488
244,14,3,0,3,29.52,34.85,79,6.0032,501
184,12,3,1,2,31.98,35.605,52,0,471
63,8,1,0,1,8.2,11.365,59,7.0015,440
214,16,3,0,2,35.26,39.395,41,15.0013,534
281,11,4,0,1,25.42,31.06,53,6.0032,442
126,7,2,0,2,19.68,23.485,82,7.0015,400
336,16,4,0,1,24.6,31.06,53,8.9981,484
288,20,4,0,1,18.86,22.725,55,0,475
273,16,4,0,2,25.42,31.06,46,16.9979,500
33,17,1,0,1,16.4,20.455,37,6.0032,528
125,18,2,0,2,25.42,30.305,61,12.998,505
221,19,3,0,1,31.16,35.605,62,19.0012,534
194,17,3,0,3,28.7,33.335,79,11.0014,501
335,8,4,0,1,9.84,14.395,87,0,457
129,16,2,0,1,23.78,27.275,30,31.0009,463
199,20,3,0,1,33.62,38.635,49,11.0014,546
337,19,4,0,1,19.68,23.485,67,15.0013,501
132,8,2,0,2,20.5,24.24,88,12.998,403
151,7,2,0,2,26.24,28.79,89,12.998,417
287,12,4,0,1,23.78,27.275,35,36.9974,469
152,9,2,0,1,22.96,26.515,60,16.9979,351
184,19,3,1,1,35.26,40.15,47,15.0013,486
286,18,4,0,1,23.78,27.275,60,16.9979,494
164,9,2,0,1,25.42,30.305,61,15.0013,375
17,8,1,0,1,12.3,13.635,52,27.9993,498
64,17,1,0,1,14.76,16.665,34,19.0012,486
244,17,3,0,2,27.88,31.82,65,11.0014,498
306,18,4,0,1,18.86,22.725,63,8.9981,475
244,17,3,0,1,31.16,36.365,66,6.0032,546
275,8,4,0,2,14.76,18.18,71,7.0015,386
243,17,3,0,2,33.62,38.635,52,0,507
124,10,2,0,1,27.06,31.06,65,8.9981,450
278,18,4,0,1,21.32,25,48,27.9993,534
194,7,3,0,1,25.42,31.06,53,16.9979,350
184,15,3,1,1,37.72,42.425,35,19.9995,507
184,10,3,1,1,32.8,36.365,46,0,475
154,13,2,0,1,30.34,32.575,28,8.9981,500
159,18,2,0,1,33.62,34.85,24,15.0013,496
155,20,2,0,1,22.96,26.515,49,15.0013,457
160,14,2,0,1,34.44,36.365,30,8.9981,542
243,11,3,0,2,32.8,37.88,55,15.0013,509
126,13,2,0,1,24.6,31.06,35,19.0012,478
307,12,4,0,1,15.58,19.695,46,15.0013,513
222,10,3,0,1,29.52,34.09,62,6.0032,426
280,16,4,0,1,26.24,31.06,44,6.0032,494
277,15,4,0,1,29.52,32.575,39,16.9979,511
100,17,2,0,1,30.34,33.335,48,35.0008,494
261,9,3,0,1,22.14,25.76,60,16.9979,378
196,17,3,0,1,31.16,34.09,45,15.0013,517
318,17,4,0,2,20.5,24.24,72,12.998,492
279,8,4,0,1,18.86,22.725,82,0,432
280,12,4,0,1,25.42,31.06,35,0,461
165,19,2,0,1,28.7,31.82,37,19.0012,459
223,18,3,0,1,31.16,34.09,40,19.9995,507
4,8,1,0,2,8.2,12.88,75,0,401
48,15,1,0,1,17.22,21.21,41,16.9979,538
61,16,1,0,1,20.5,24.24,27,19.9995,507
284,9,4,0,1,20.5,24.24,39,19.9995,415
255,20,3,0,1,25.42,30.305,69,7.0015,505
252,15,3,0,1,30.34,34.09,55,15.0013,521
123,17,2,0,1,16.4,20.455,71,16.9979,451
261,16,3,0,1,25.42,31.06,35,0,509
258,8,3,0,1,17.22,21.21,67,15.0013,423
194,11,3,0,2,29.52,34.09,70,7.0015,459
36,8,1,0,1,6.56,9.09,86,8.9981,455
226,18,3,0,1,28.7,32.575,65,12.998,525
90,11,2,0,2,16.4,20.455,71,12.998,467
194,10,3,0,2,29.52,34.09,70,6.0032,421
67,18,1,0,1,18.04,21.97,26,35.0008,509
64,18,1,0,1,13.94,15.15,42,22.0028,496
304,19,4,0,2,16.4,20.455,50,11.0014,492
309,18,4,0,1,13.12,15.15,57,19.9995,534
124,13,2,0,1,30.34,34.09,55,8.9981,565
137,9,2,0,1,22.96,26.515,56,7.0015,378
193,7,3,0,2,28.7,32.575,54,0,396
103,10,2,0,1,18.86,22.725,51,11.0014,423
219,20,3,0,1,30.34,34.85,66,12.998,542
285,17,4,0,3,25.42,28.79,83,16.9979,521
134,9,2,0,2,23.78,27.275,88,6.0032,375
191,20,3,0,1,30.34,33.335,51,11.0014,525
280,14,4,0,1,25.42,31.06,50,6.0032,507
5,8,1,0,1,9.84,12.12,70,8.9981,457
277,7,4,0,1,21.32,25,83,7.0015,442
251,17,3,0,1,28.7,33.335,79,16.9979,546
320,13,4,0,1,17.22,21.21,38,16.9979,563
135,7,2,0,1,22.96,26.515,83,0,453
165,7,2,0,1,22.96,26.515,83,11.0014,444
135,20,2,0,1,27.06,31.06,65,16.9979,501
163,19,2,0,1,27.06,31.06,39,19.0012,467
215,12,3,0,1,35.26,39.395,40,23.9994,557
350,17,4,0,2,16.4,20.455,94,16.9979,536
282,17,4,1,2,27.06,31.06,54,7.0015,511
128,7,2,0,2,22.96,26.515,94,12.998,432
341,8,4,0,1,9.02,10.605,55,19.0012,440
160,18,2,0,1,33.62,36.365,38,15.0013,532
334,15,4,0,2,16.4,20.455,62,0,525
245,15,3,1,1,30.34,34.85,70,15.0013,501
306,8,4,0,2,13.94,17.425,81,6.0032,417
223,19,3,0,1,30.34,32.575,40,8.9981,507
283,15,4,0,1,21.32,25,34,11.0014,501
129,19,2,0,1,24.6,31.06,43,15.0013,476
185,19,3,0,2,36.08,40.15,39,16.9979,546
97,12,2,0,1,22.14,25.76,24,16.9979,471
130,15,2,0,1,25.42,30.305,25,12.998,482
275,16,4,0,2,29.52,33.335,58,0,521
228,13,3,0,1,34.44,12.12,36,26.0027,401
136,16,2,0,1,27.06,31.06,31,12.998,475
99,19,2,0,1,21.32,25,20,23.9994,519
120,19,2,0,1,28.7,32.575,54,8.9981,528
193,19,3,0,1,30.34,33.335,51,11.0014,528
214,9,3,0,2,30.34,34.85,66,7.0015,415
220,20,3,0,1,28.7,32.575,54,19.0012,519
286,10,4,0,1,22.14,25.76,56,12.998,444
318,7,4,0,2,12.3,14.395,65,12.998,421
163,20,2,0,1,27.88,31.82,36,27.9993,490
228,12,3,0,1,33.62,12.12,41,15.0013,380
193,16,3,0,2,32.8,35.605,36,15.0013,534
108,7,2,0,2,16.4,20.455,82,8.9981,419
76,12,1,0,2,18.04,21.97,88,8.9981,515
243,13,3,0,2,33.62,38.635,52,6.0032,546
183,16,3,0,2,36.9,38.635,24,12.998,569
69,14,1,0,1,18.86,22.725,31,19.0012,540
160,16,2,0,1,34.44,37.12,36,19.0012,550
184,13,3,1,1,36.9,40.91,35,0,551
243,14,3,0,2,35.26,39.395,44,11.0014,555
313,8,4,0,2,16.4,20.455,94,6.0032,450
90,18,2,0,1,21.32,25,52,19.9995,473
281,16,4,0,1,27.06,31.06,50,8.9981,511
341,14,4,0,2,16.4,20.455,87,19.0012,580
317,18,4,0,1,22.96,26.515,56,19.0012,528
167,10,2,0,1,23.78,27.275,64,0,453
252,9,3,0,1,24.6,31.06,53,19.9995,378
214,7,3,0,1,28.7,33.335,74,7.0015,436
282,18,4,1,2,26.24,31.06,53,0,525
154,14,2,0,1,30.34,32.575,33,15.0013,494
136,20,2,0,1,24.6,31.06,40,12.998,488
124,17,2,0,2,27.88,31.82,65,19.9995,542
69,15,1,0,1,20.5,24.24,29,19.9995,526
334,13,4,0,2,13.94,18.18,76,0,548
275,20,4,0,1,28.7,32.575,65,0,538
253,16,3,0,1,29.52,33.335,51,19.9995,525
304,18,4,0,1,17.22,21.21,58,7.0015,500
198,17,3,0,1,34.44,39.395,49,22.0028,584
230,8,3,0,2,27.06,30.305,83,0,415
168,19,2,0,2,25.42,29.545,73,6.0032,505
212,8,3,0,1,32.8,36.365,43,12.998,400
184,21,3,1,2,30.34,34.09,62,7.0015,509
289,8,4,0,2,20.5,24.24,51,16.9979,426
223,17,3,0,1,32.8,34.85,33,0,548
107,17,2,0,1,23.78,27.275,49,19.0012,471
212,20,3,0,1,30.34,34.85,66,11.0014,553
225,9,3,0,2,28.7,33.335,74,0,421
104,10,2,0,1,23.78,27.275,53,15.0013,438
92,9,2,0,1,17.22,21.21,38,6.0032,423
312,8,4,0,1,13.12,17.425,93,0,469
158,7,2,0,1,21.32,25,72,7.0015,440
219,17,3,0,1,35.26,38.635,39,11.0014,569
220,17,3,0,1,32.8,37.88,55,11.0014,573
307,14,4,0,1,16.4,20.455,40,12.998,548
33,8,1,0,1,9.84,11.365,65,15.0013,451
276,16,4,0,1,28.7,32.575,54,19.0012,538
196,13,3,0,1,31.16,34.09,45,19.9995,538
335,12,4,0,2,13.94,16.665,81,11.0014,530
289,16,4,0,1,22.96,26.515,52,12.998,507
40,8,1,0,1,8.2,10.605,59,11.0014,457
261,8,3,0,2,21.32,25,77,8.9981,434
254,20,3,0,1,25.42,31.06,57,8.9981,511
95,9,2,0,1,13.94,15.15,42,22.0028,390
351,18,4,0,1,15.58,19.695,46,22.0028,561
230,10,3,0,2,27.88,31.82,69,0,444
184,11,3,1,1,33.62,37.88,46,8.9981,513
311,18,4,0,1,16.4,20.455,24,27.9993,546
186,7,3,0,1,31.98,34.85,46,8.9981,369
280,15,4,0,1,27.06,31.06,39,0,538
311,8,4,0,1,13.12,16.665,93,7.0015,478
281,12,4,0,1,26.24,31.06,44,6.0032,469
132,17,2,0,3,21.32,25,88,11.0014,532
152,18,2,0,1,26.24,31.06,36,0,553
311,18,4,0,1,19.68,23.485,55,8.9981,503
222,14,3,0,1,32.8,37.12,49,19.9995,578
254,8,3,0,1,24.6,28.79,78,6.0032,425
186,17,3,0,1,37.72,40.91,29,0,617
107,17,2,0,2,17.22,21.21,77,12.998,528
284,19,4,0,1,17.22,21.21,41,15.0013,532
45,18,1,0,1,16.4,20.455,40,15.0013,507
277,12,4,0,1,29.52,32.575,42,11.0014,482
277,19,4,0,1,25.42,29.545,73,11.0014,542
310,17,4,0,2,13.12,14.395,53,26.0027,553
128,8,2,0,1,21.32,25,55,15.0013,390
256,7,3,0,2,22.96,26.515,88,0,467
154,20,2,0,1,24.6,31.06,40,23.9994,501
289,7,4,0,1,14.76,18.18,81,7.0015,475
67,8,1,0,2,13.94,14.395,42,35.0008,509
102,16,2,0,1,22.96,26.515,26,16.9979,505
97,16,2,0,1,26.24,30.305,19,22.0028,519
183,19,3,0,2,34.44,37.12,36,8.9981,540
223,13,3,0,1,31.98,34.85,40,0,584
223,17,3,0,1,33.62,35.605,26,0,559
279,18,4,0,1,22.96,26.515,60,6.0032,507
158,9,2,0,1,25.42,31.06,53,11.0014,400
245,11,3,1,2,30.34,34.85,70,19.0012,488
156,16,2,0,1,26.24,31.06,41,8.9981,494
280,18,4,1,2,17.22,21.21,66,19.0012,505
199,8,3,0,2,31.16,36.365,70,11.0014,428
71,19,1,0,1,26.24,31.06,47,15.0013,521
215,18,3,0,1,28.7,33.335,74,19.9995,563
223,11,3,0,1,30.34,33.335,42,11.0014,467
259,19,3,0,2,25.42,29.545,73,7.0015,528
244,13,3,0,3,29.52,34.85,74,6.0032,536
285,18,4,0,1,18.86,22.725,44,8.9981,513
186,18,3,0,1,36.9,40.15,33,16.9979,600
257,8,3,0,1,26.24,30.305,73,8.9981,407
228,15,3,0,1,35.26,12.12,30,31.0009,426
199,19,3,0,1,34.44,37.88,44,16.9979,573
194,12,3,0,2,30.34,34.85,66,6.0032,513
191,8,3,0,1,30.34,34.85,66,19.0012,436
166,8,2,0,2,24.6,29.545,69,8.9981,403
72,19,1,0,1,26.24,31.06,33,11.0014,515
284,16,4,0,1,18.86,22.725,41,23.9994,557
252,16,3,0,1,27.06,31.06,34,22.0028,528
45,17,1,0,1,17.22,21.21,38,12.998,526
154,16,2,0,1,27.06,31.06,39,31.0009,490
11,17,1,0,1,18.86,22.725,63,11.0014,534
160,17,2,0,1,33.62,37.12,41,19.0012,561
131,10,2,0,1,22.96,26.515,49,6.0032,428
165,19,2,0,1,28.7,31.82,42,11.0014,509
137,18,2,0,1,24.6,29.545,73,15.0013,530
223,18,3,0,1,31.98,34.09,35,7.0015,534
97,13,2,0,1,23.78,27.275,23,11.0014,525
97,15,2,0,1,25.42,30.305,17,23.9994,528
286,11,4,0,1,22.96,26.515,52,19.9995,509
185,17,3,0,1,33.62,37.88,46,7.0015,584
283,16,4,0,1,20.5,24.24,36,8.9981,521
219,18,3,0,1,34.44,37.88,41,8.9981,571
305,18,4,0,1,17.22,21.21,71,11.0014,519
107,18,2,0,2,17.22,21.21,77,0,546
138,10,2,0,1,22.96,26.515,43,0,469
341,16,4,0,1,17.22,21.21,82,11.0014,546
315,8,4,1,1,17.22,21.21,82,11.0014,559
253,20,3,0,1,23.78,27.275,56,8.9981,501
256,8,3,0,1,25.42,28.79,83,11.0014,444
229,8,3,0,1,27.06,31.06,74,19.0012,436
222,17,3,0,3,30.34,34.85,66,23.9994,553
195,18,3,0,1,29.52,32.575,45,15.0013,536
135,8,2,0,1,22.96,26.515,73,19.9995,409
131,8,2,0,1,19.68,23.485,82,12.998,436
194,15,3,0,1,32.8,37.88,55,11.0014,600
153,19,2,0,1,27.88,31.82,34,19.0012,496
184,12,3,1,1,35.26,39.395,41,15.0013,517
304,7,4,0,2,14.76,17.425,57,11.0014,430
245,18,3,1,1,30.34,34.85,66,11.0014,534
134,19,2,0,1,27.06,31.06,69,11.0014,553
192,8,3,0,1,31.16,35.605,58,15.0013,432
107,7,2,0,2,20.5,24.24,39,12.998,430
197,19,3,0,1,36.08,39.395,35,16.9979,588
69,17,1,0,1,21.32,25,27,19.9995,538
222,16,3,0,1,32.8,36.365,46,19.9995,571
229,19,3,0,1,28.7,31.82,45,11.0014,528
95,18,2,0,1,20.5,24.24,22,31.0009,525
314,11,4,0,1,18.86,22.725,59,8.9981,519
228,9,3,0,1,28.7,12.12,58,7.0015,394
341,13,4,0,2,16.4,20.455,87,11.0014,584
291,8,4,0,2,22.14,25.76,94,7.0015,480
255,8,3,0,1,24.6,28.03,81,7.0015,440
214,18,3,0,3,28.7,33.335,84,0,534
136,18,2,0,1,24.6,29.545,69,19.9995,521
160,11,2,0,1,31.16,34.09,45,6.0032,515
258,18,3,0,2,21.32,25,52,11.0014,523
129,8,2,0,2,20.5,24.24,51,7.0015,438
312,18,4,0,1,17.22,21.21,44,7.0015,534
250,15,3,0,3,22.96,26.515,88,16.9979,551
193,9,3,0,2,29.52,33.335,51,0,430
153,10,2,0,1,25.42,31.06,43,15.0013,423
222,11,3,0,1,30.34,34.85,66,11.0014,517
94,19,2,0,1,19.68,23.485,31,16.9979,526
76,18,1,0,1,22.96,26.515,64,11.0014,501
255,16,3,0,1,29.52,32.575,39,6.0032,532
319,18,4,0,1,13.94,16.665,53,11.0014,542
280,13,4,0,1,25.42,31.06,46,7.0015,526
192,20,3,0,1,30.34,33.335,48,15.0013,553
340,8,4,0,2,12.3,14.395,75,12.998,453
258,18,3,0,1,25.42,31.06,50,11.0014,523
160,8,2,0,1,30.34,34.09,58,8.9981,467
336,19,4,0,1,20.5,24.24,68,6.0032,513
281,14,4,0,1,27.88,31.82,47,11.0014,540
124,16,2,0,2,27.88,31.82,65,26.0027,578
92,16,2,0,1,25.42,30.305,21,11.0014,526
91,19,2,0,1,20.5,24.24,27,16.9979,534
124,12,2,0,1,29.52,33.335,58,7.0015,561
212,17,3,0,1,31.16,34.09,45,19.9995,553
157,16,2,0,1,29.52,32.575,34,15.0013,509
313,17,4,0,1,20.5,24.24,45,12.998,540
222,12,3,0,1,31.16,35.605,58,15.0013,557
223,12,3,0,1,30.34,33.335,42,12.998,517
122,19,2,0,1,28.7,32.575,61,12.998,563
125,14,2,0,2,24.6,30.305,64,7.0015,557
198,18,3,0,1,33.62,38.635,49,23.9994,598
167,15,2,0,1,27.06,31.06,50,15.0013,505
156,8,2,0,1,26.24,30.305,73,6.0032,453
213,7,3,0,1,28.7,33.335,79,0,486
44,17,1,0,1,17.22,21.21,38,23.9994,561
305,8,4,0,1,13.12,17.425,87,0,484
245,17,3,1,1,30.34,34.85,70,8.9981,550
275,17,4,0,2,16.4,20.455,76,11.0014,534
76,14,1,0,2,20.5,24.24,77,6.0032,561
257,19,3,0,1,25.42,31.06,41,11.0014,519
158,8,2,0,1,31.16,35.605,58,11.0014,494
104,18,2,0,1,28.7,31.82,42,16.9979,521
246,19,3,0,1,31.16,36.365,70,15.0013,592
97,14,2,0,1,24.6,29.545,18,30.0026,544
69,16,1,0,1,20.5,24.24,31,23.9994,548
312,17,4,0,1,18.86,22.725,63,7.0015,525
37,17,1,0,1,18.04,21.97,35,12.998,548
132,17,2,0,1,28.7,31.82,45,27.9993,519
305,18,4,0,2,15.58,19.695,43,22.0028,559
314,17,4,0,1,22.14,25.76,45,11.0014,532
125,17,2,0,2,25.42,30.305,65,8.9981,551
290,19,4,0,2,22.96,26.515,68,19.9995,551
223,16,3,0,1,31.16,34.09,40,7.0015,553
182,7,3,0,1,30.34,33.335,51,7.0015,413
230,17,3,0,1,31.16,35.605,58,35.0008,567
227,20,3,0,1,31.16,34.09,40,6.0032,555
352,17,4,0,1,16.4,20.455,50,26.0027,598
215,17,3,0,1,31.16,35.605,62,22.0028,594
350,18,4,0,2,16.4,20.455,94,6.0032,548
193,8,3,0,1,32.8,37.12,49,16.9979,463
187,18,3,0,1,34.44,37.88,44,19.9995,601
151,8,2,0,2,29.52,34.85,79,12.998,469
311,17,4,0,1,21.32,25,43,11.0014,538
132,15,2,0,1,29.52,32.575,45,23.9994,540
251,19,3,0,1,27.06,31.06,36,16.9979,536
125,8,2,0,1,17.22,21.21,77,16.9979,463
244,11,3,0,2,30.34,34.85,70,0,507
341,15,4,0,1,17.22,21.21,82,11.0014,578
186,18,3,0,1,31.16,35.605,62,12.998,601
228,19,3,0,2,30.34,12.12,55,26.0027,530
159,10,2,0,1,28.7,32.575,51,7.0015,482
121,18,2,0,2,26.24,30.305,65,12.998,557
228,17,3,0,1,32.8,37.12,49,15.0013,592
317,17,4,0,1,25.42,31.06,46,16.9979,557
131,18,2,0,2,27.06,31.06,31,12.998,586
198,19,3,0,2,31.16,35.605,62,7.0015,557
287,7,4,0,2,23.78,27.275,68,22.0028,486
137,19,2,0,1,25.42,31.06,41,12.998,525
187,17,3,0,1,35.26,37.88,36,16.9979,609
96,18,2,0,1,22.14,25.76,18,19.9995,557
157,20,2,0,1,27.06,31.06,36,19.9995,519
304,17,4,0,1,18.04,21.97,54,11.0014,544
243,15,3,0,2,35.26,39.395,44,19.0012,601
95,14,2,0,1,19.68,23.485,29,26.0027,530
157,17,2,0,1,32.8,36.365,43,16.9979,578
166,16,2,0,2,29.52,32.575,37,7.0015,582
276,18,4,0,1,22.14,25.76,64,19.0012,563
278,8,4,0,1,18.04,21.97,62,11.0014,469
96,11,2,0,1,18.04,21.97,24,19.9995,509
334,8,4,0,1,10.66,11.365,60,22.0028,486
159,12,2,0,1,32.8,34.85,29,16.9979,542
103,17,2,0,2,25.42,31.06,33,16.9979,598
273,7,4,0,1,18.04,21.97,77,11.0014,494
226,17,3,0,1,30.34,33.335,51,19.0012,569
159,8,2,0,2,31.16,36.365,70,7.0015,448
347,8,4,0,2,10.66,15.15,87,0,478
105,19,2,1,1,31.16,33.335,35,26.0027,571
349,8,4,0,1,14.76,16.665,46,27.9993,469
348,8,4,0,2,13.94,15.91,66,15.0013,469
306,17,4,0,1,19.68,23.485,55,6.0032,538
340,18,4,0,2,15.58,19.695,71,7.0015,538
289,18,4,0,1,22.96,26.515,60,0,557
320,15,4,0,1,17.22,21.21,35,19.9995,586
214,8,3,0,2,30.34,33.335,51,11.0014,451
59,18,1,0,1,22.14,25.76,34,23.9994,563
76,13,1,0,2,18.86,22.725,82,11.0014,582
121,17,2,0,1,27.06,31.06,65,12.998,576
273,19,4,0,2,22.14,25.76,68,7.0015,555
249,7,3,0,1,26.24,28.79,89,7.0015,498
167,17,2,0,3,31.16,34.09,40,12.998,592
32,8,1,0,3,16.4,20.455,87,0,459
9,8,1,0,2,7.38,9.85,93,11.0014,482
221,8,3,0,1,30.34,33.335,51,12.998,415
317,8,4,0,2,18.86,22.725,67,12.998,465
281,19,4,0,2,20.5,24.24,72,11.0014,553
45,8,1,0,1,13.12,14.395,61,23.9994,523
352,18,4,0,1,15.58,19.695,50,23.9994,603
222,13,3,0,1,32.8,37.12,49,23.9994,607
155,16,2,0,1,24.6,31.06,43,12.998,515
188,8,3,0,2,29.52,34.85,74,16.9979,471
252,7,3,0,1,21.32,25,68,15.0013,459
245,16,3,1,1,30.34,34.85,70,15.0013,551
243,18,3,0,1,29.52,33.335,54,15.0013,571
320,14,4,0,1,17.22,21.21,38,12.998,592
216,17,3,0,1,31.98,35.605,49,19.9995,588
222,15,3,0,1,32.8,36.365,46,19.0012,601
93,19,2,0,1,27.06,31.06,39,15.0013,534
254,16,3,0,1,29.52,32.575,37,11.0014,550
137,8,2,0,1,22.96,26.515,88,19.0012,467
337,7,4,0,1,17.22,21.21,88,8.9981,511
39,8,1,0,1,8.2,9.85,64,16.9979,492
308,7,4,0,2,12.3,14.395,49,16.9979,469
167,14,2,0,1,26.24,31.06,53,0,619
283,18,4,0,2,24.6,28.79,78,15.0013,578
130,8,2,0,1,19.68,23.485,77,16.9979,455
344,18,4,0,1,13.12,15.15,53,15.0013,582
10,8,1,0,1,8.2,11.365,82,7.0015,509
130,19,2,0,1,26.24,30.305,23,16.9979,544
194,16,3,0,2,29.52,34.85,79,23.9994,605
351,17,4,0,1,16.4,20.455,47,30.0026,607
290,7,4,0,1,18.04,21.97,88,16.9979,517
224,7,3,0,1,27.06,31.06,65,8.9981,450
196,19,3,0,1,32.8,39.395,63,8.9981,634
311,7,4,0,1,11.48,12.88,36,26.0027,432
131,18,2,0,1,25.42,30.305,69,15.0013,567
122,8,2,0,2,22.96,26.515,83,19.0012,473
134,8,2,0,2,23.78,27.275,88,6.0032,425
282,19,4,0,2,22.96,26.515,46,39.0007,601
64,8,1,0,1,6.56,9.09,59,7.0015,509
257,10,3,0,1,25.42,31.06,41,26.0027,457
213,17,3,0,2,36.9,39.395,27,8.9981,598
124,15,2,0,3,27.06,31.06,74,12.998,580
11,8,1,0,1,13.12,15.91,81,12.998,517
346,17,4,0,1,13.12,16.665,42,7.0015,586
212,18,3,0,1,31.98,34.85,43,12.998,582
308,18,4,0,1,13.94,15.91,46,15.0013,578
318,8,4,0,2,22.14,25.76,68,7.0015,492
184,22,3,1,1,33.62,39.395,56,15.0013,553
280,17,4,1,2,17.22,21.21,66,16.9979,546
132,12,2,0,1,26.24,31.06,57,15.0013,542
255,18,3,0,1,28.7,32.575,61,11.0014,578
276,19,4,0,1,27.06,31.06,57,7.0015,573
213,8,3,0,1,30.34,34.09,58,19.0012,450
316,18,4,0,1,13.94,15.91,49,19.0012,594
159,16,2,0,1,33.62,34.85,24,12.998,575
122,17,2,0,1,28.7,32.575,54,31.0009,555
125,16,2,0,2,25.42,30.305,61,0,584
289,19,4,0,1,20.5,24.24,72,12.998,555
247,7,3,0,2,28.7,33.335,79,16.9979,511
187,8,3,0,2,28.7,33.335,79,12.998,459
37,8,1,0,1,12.3,15.91,49,0,536
228,18,3,0,1,31.16,34.85,55,16.9979,596
138,18,2,0,1,24.6,31.06,55,11.0014,553
275,7,4,0,2,24.6,25.76,94,12.998,526
224,19,3,0,1,30.34,34.09,58,11.0014,594
121,19,2,0,1,22.14,25.76,77,16.9979,544
166,10,2,0,1,26.24,31.06,47,12.998,451
244,8,3,0,1,25.42,29.545,78,12.998,471
277,8,4,0,1,21.32,25,63,0,480
127,7,2,0,1,21.32,25,72,19.0012,475
259,7,3,0,1,21.32,25,77,0,503
220,18,3,0,1,32.8,37.88,55,12.998,623
185,8,3,0,1,29.52,34.09,62,8.9981,448
285,17,4,0,1,18.86,22.725,38,11.0014,567
248,19,3,0,1,27.88,31.82,74,16.9979,598
37,18,1,0,1,17.22,21.21,38,12.998,555
124,18,2,0,1,22.96,26.515,26,19.0012,559
186,17,3,0,1,31.98,37.12,59,15.0013,634
66,18,1,0,2,25.42,31.06,38,36.9974,626
213,18,3,0,2,35.26,37.88,34,12.998,596
196,7,3,0,1,29.52,34.09,70,6.0032,496
228,16,3,0,2,34.44,12.12,32,30.0026,528
167,18,2,0,1,26.24,31.06,53,12.998,553
